order_id,code,side,quantity,submit_ts,fill_ts,fill_price,status,phase,ts_event
O000023,000003.SZ,buy,800,2023-01-13,,0.0,pending,submitted,2023-01-13
O000024,000004.SZ,buy,800,2023-01-13,,0.0,pending,submitted,2023-01-13
O000025,000012.SZ,buy,900,2023-01-13,,0.0,pending,submitted,2023-01-13
O000026,000027.SZ,buy,800,2023-01-13,,0.0,pending,submitted,2023-01-13
O000027,000032.SZ,buy,900,2023-01-13,,0.0,pending,submitted,2023-01-13
O000028,000033.SZ,buy,800,2023-01-13,,0.0,pending,submitted,2023-01-13
O000029,000038.SZ,buy,900,2023-01-13,,0.0,pending,submitted,2023-01-13
O000030,000039.SZ,buy,900,2023-01-13,,0.0,pending,submitted,2023-01-13
O000031,000041.SZ,buy,800,2023-01-13,,0.0,pending,submitted,2023-01-13
O000032,000047.SZ,buy,900,2023-01-13,,0.0,pending,submitted,2023-01-13
O000022,000017.SZ,sell,9500,2023-01-13,2023-01-16,9.387403200000001,filled,filled,2023-01-16
O000023,000003.SZ,buy,800,2023-01-13,2023-01-16,11.843631799999999,filled,filled,2023-01-16
O000024,000004.SZ,buy,800,2023-01-13,2023-01-16,11.1071961,filled,filled,2023-01-16
O000025,000012.SZ,buy,900,2023-01-13,2023-01-16,10.6757651,filled,filled,2023-01-16
O000026,000027.SZ,buy,800,2023-01-13,2023-01-16,10.8223115,filled,filled,2023-01-16
O000027,000032.SZ,buy,900,2023-01-13,2023-01-16,9.901992099999998,filled,filled,2023-01-16
O000028,000033.SZ,buy,800,2023-01-13,2023-01-16,10.9657548,filled,filled,2023-01-16
O000029,000038.SZ,buy,900,2023-01-13,2023-01-16,10.381471099999999,filled,filled,2023-01-16
O000030,000039.SZ,buy,900,2023-01-13,2023-01-16,9.9478379,filled,filled,2023-01-16
O000031,000041.SZ,buy,800,2023-01-13,2023-01-16,11.342631299999999,filled,filled,2023-01-16
O000032,000047.SZ,buy,900,2023-01-13,2023-01-16,10.2479377,filled,filled,2023-01-16
O000033,000046.SZ,sell,8700,2023-01-16,,0.0,pending,submitted,2023-01-16
O000034,000004.SZ,buy,800,2023-01-16,,0.0,pending,submitted,2023-01-16
O000035,000012.SZ,buy,800,2023-01-16,,0.0,pending,submitted,2023-01-16
O000036,000018.SZ,buy,900,2023-01-16,,0.0,pending,submitted,2023-01-16
O000037,000019.SZ,buy,900,2023-01-16,,0.0,pending,submitted,2023-01-16
O000038,000022.SZ,buy,900,2023-01-16,,0.0,pending,submitted,2023-01-16
O000039,000027.SZ,buy,800,2023-01-16,,0.0,pending,submitted,2023-01-16
O000040,000032.SZ,buy,900,2023-01-16,,0.0,pending,submitted,2023-01-16
O000041,000033.SZ,buy,800,2023-01-16,,0.0,pending,submitted,2023-01-16
O000042,000038.SZ,buy,900,2023-01-16,,0.0,pending,submitted,2023-01-16
O000043,000039.SZ,buy,900,2023-01-16,,0.0,pending,submitted,2023-01-16
O000033,000046.SZ,sell,8700,2023-01-16,2023-01-17,10.3963932,filled,filled,2023-01-17
O000034,000004.SZ,buy,800,2023-01-16,2023-01-17,10.991180199999999,filled,filled,2023-01-17
O000035,000012.SZ,buy,800,2023-01-16,2023-01-17,10.6787681,filled,filled,2023-01-17
O000036,000018.SZ,buy,900,2023-01-16,2023-01-17,10.216506299999999,filled,filled,2023-01-17
O000037,000019.SZ,buy,900,2023-01-16,2023-01-17,10.118208099999999,filled,filled,2023-01-17
O000038,000022.SZ,buy,900,2023-01-16,2023-01-17,10.2018917,filled,filled,2023-01-17
O000039,000027.SZ,buy,800,2023-01-16,2023-01-17,10.758047299999998,filled,filled,2023-01-17
O000040,000032.SZ,buy,900,2023-01-16,2023-01-17,10.0050951,filled,filled,2023-01-17
O000041,000033.SZ,buy,800,2023-01-16,2023-01-17,11.061150099999999,filled,filled,2023-01-17
O000042,000038.SZ,buy,900,2023-01-16,2023-01-17,10.269759499999997,filled,filled,2023-01-17
O000043,000039.SZ,buy,900,2023-01-16,2023-01-17,10.0311211,filled,filled,2023-01-17
O000044,000020.SZ,sell,8800,2023-01-17,,0.0,pending,submitted,2023-01-17
O000045,000048.SZ,sell,9600,2023-01-17,,0.0,pending,submitted,2023-01-17
O000046,000009.SZ,buy,900,2023-01-17,,0.0,pending,submitted,2023-01-17
O000047,000012.SZ,buy,800,2023-01-17,,0.0,pending,submitted,2023-01-17
O000048,000014.SZ,buy,900,2023-01-17,,0.0,pending,submitted,2023-01-17
O000049,000018.SZ,buy,900,2023-01-17,,0.0,pending,submitted,2023-01-17
O000050,000019.SZ,buy,900,2023-01-17,,0.0,pending,submitted,2023-01-17
O000051,000021.SZ,buy,900,2023-01-17,,0.0,pending,submitted,2023-01-17
O000052,000032.SZ,buy,900,2023-01-17,,0.0,pending,submitted,2023-01-17
O000053,000036.SZ,buy,900,2023-01-17,,0.0,pending,submitted,2023-01-17
O000054,000038.SZ,buy,900,2023-01-17,,0.0,pending,submitted,2023-01-17
O000055,000042.SZ,buy,900,2023-01-17,,0.0,pending,submitted,2023-01-17
O000044,000020.SZ,sell,8800,2023-01-17,2023-01-18,10.939349700000001,filled,filled,2023-01-18
O000045,000048.SZ,sell,9600,2023-01-17,2023-01-18,9.7597305,filled,filled,2023-01-18
O000046,000009.SZ,buy,900,2023-01-17,2023-01-18,9.660851199999998,filled,filled,2023-01-18
O000047,000012.SZ,buy,800,2023-01-17,2023-01-18,10.749538799999998,filled,filled,2023-01-18
O000048,000014.SZ,buy,900,2023-01-17,2023-01-18,9.715806099999998,filled,filled,2023-01-18
O000049,000018.SZ,buy,900,2023-01-17,2023-01-18,10.378267899999999,filled,filled,2023-01-18
O000050,000019.SZ,buy,900,2023-01-17,2023-01-18,10.223513299999999,filled,filled,2023-01-18
O000051,000021.SZ,buy,900,2023-01-17,2023-01-18,9.5749654,filled,filled,2023-01-18
O000052,000032.SZ,buy,900,2023-01-17,2023-01-18,10.355445099999999,filled,filled,2023-01-18
O000053,000036.SZ,buy,900,2023-01-17,2023-01-18,10.0562462,filled,filled,2023-01-18
O000054,000038.SZ,buy,900,2023-01-17,2023-01-18,10.454944499999998,filled,filled,2023-01-18
O000055,000042.SZ,buy,900,2023-01-17,2023-01-18,10.492381899999998,filled,filled,2023-01-18
O000056,000022.SZ,sell,900,2023-01-18,,0.0,pending,submitted,2023-01-18
O000057,000009.SZ,buy,1900,2023-01-18,,0.0,pending,submitted,2023-01-18
O000058,000012.SZ,buy,1700,2023-01-18,,0.0,pending,submitted,2023-01-18
O000059,000013.SZ,buy,1800,2023-01-18,,0.0,pending,submitted,2023-01-18
O000060,000018.SZ,buy,1800,2023-01-18,,0.0,pending,submitted,2023-01-18
O000061,000019.SZ,buy,1800,2023-01-18,,0.0,pending,submitted,2023-01-18
O000062,000027.SZ,buy,1700,2023-01-18,,0.0,pending,submitted,2023-01-18
O000063,000032.SZ,buy,1800,2023-01-18,,0.0,pending,submitted,2023-01-18
O000064,000038.SZ,buy,1800,2023-01-18,,0.0,pending,submitted,2023-01-18
O000065,000046.SZ,buy,1700,2023-01-18,,0.0,pending,submitted,2023-01-18
O000066,000048.SZ,buy,1800,2023-01-18,,0.0,pending,submitted,2023-01-18
O000056,000022.SZ,sell,900,2023-01-18,2023-01-19,9.5679225,filled,filled,2023-01-19
O000057,000009.SZ,buy,1900,2023-01-18,2023-01-19,9.866556699999999,filled,filled,2023-01-19
O000058,000012.SZ,buy,1700,2023-01-18,2023-01-19,10.887676799999998,filled,filled,2023-01-19
O000059,000013.SZ,buy,1800,2023-01-18,2023-01-19,10.287977699999999,filled,filled,2023-01-19
O000060,000018.SZ,buy,1800,2023-01-18,2023-01-19,10.2287185,filled,filled,2023-01-19
O000061,000019.SZ,buy,1800,2023-01-18,2023-01-19,10.4759655,filled,filled,2023-01-19
O000062,000027.SZ,buy,1700,2023-01-18,2023-01-19,10.9047939,filled,filled,2023-01-19
O000063,000032.SZ,buy,1800,2023-01-18,2023-01-19,10.1458357,filled,filled,2023-01-19
O000064,000038.SZ,buy,1800,2023-01-18,2023-01-19,10.535424899999999,filled,filled,2023-01-19
O000065,000046.SZ,buy,1700,2023-01-18,2023-01-19,10.8626518,filled,filled,2023-01-19
O000066,000048.SZ,buy,1800,2023-01-18,2023-01-19,10.4088985,filled,filled,2023-01-19
O000067,000009.SZ,buy,200,2023-01-19,,0.0,pending,submitted,2023-01-19
O000068,000013.SZ,buy,100,2023-01-19,,0.0,pending,submitted,2023-01-19
O000069,000018.SZ,buy,200,2023-01-19,,0.0,pending,submitted,2023-01-19
O000070,000021.SZ,buy,200,2023-01-19,,0.0,pending,submitted,2023-01-19
O000071,000032.SZ,buy,200,2023-01-19,,0.0,pending,submitted,2023-01-19
O000072,000036.SZ,buy,200,2023-01-19,,0.0,pending,submitted,2023-01-19
O000073,000041.SZ,buy,100,2023-01-19,,0.0,pending,submitted,2023-01-19
O000074,000042.SZ,buy,200,2023-01-19,,0.0,pending,submitted,2023-01-19
O000075,000044.SZ,buy,200,2023-01-19,,0.0,pending,submitted,2023-01-19
O000076,000048.SZ,buy,200,2023-01-19,,0.0,pending,submitted,2023-01-19
O000067,000009.SZ,buy,200,2023-01-19,2023-01-20,9.936226299999998,filled,filled,2023-01-20
O000068,000013.SZ,buy,100,2023-01-19,2023-01-20,10.687676999999999,filled,filled,2023-01-20
O000069,000018.SZ,buy,200,2023-01-19,2023-01-20,10.309599299999999,filled,filled,2023-01-20
O000070,000021.SZ,buy,200,2023-01-19,2023-01-20,9.480671199999998,filled,filled,2023-01-20
O000071,000032.SZ,buy,200,2023-01-19,2023-01-20,10.378868499999998,filled,filled,2023-01-20
O000072,000036.SZ,buy,200,2023-01-19,2023-01-20,10.17016,filled,filled,2023-01-20
O000073,000041.SZ,buy,100,2023-01-19,2023-01-20,11.8012895,filled,filled,2023-01-20
O000074,000042.SZ,buy,200,2023-01-19,2023-01-20,10.110600499999999,filled,filled,2023-01-20
O000075,000044.SZ,buy,200,2023-01-19,2023-01-20,10.4699595,filled,filled,2023-01-20
O000076,000048.SZ,buy,200,2023-01-19,2023-01-20,10.439729299999998,filled,filled,2023-01-20
O000077,000039.SZ,sell,1800,2023-01-20,,0.0,pending,submitted,2023-01-20
O000078,000047.SZ,sell,900,2023-01-20,,0.0,pending,submitted,2023-01-20
O000077,000039.SZ,sell,1800,2023-01-20,2023-01-23,9.5825079,filled,filled,2023-01-23
O000078,000047.SZ,sell,900,2023-01-20,2023-01-23,9.5980923,filled,filled,2023-01-23
O000079,000026.SZ,sell,9000,2023-01-23,,0.0,pending,submitted,2023-01-23
O000080,000009.SZ,buy,200,2023-01-23,,0.0,pending,submitted,2023-01-23
O000081,000013.SZ,buy,200,2023-01-23,,0.0,pending,submitted,2023-01-23
O000082,000017.SZ,buy,200,2023-01-23,,0.0,pending,submitted,2023-01-23
O000083,000019.SZ,buy,200,2023-01-23,,0.0,pending,submitted,2023-01-23
O000084,000021.SZ,buy,200,2023-01-23,,0.0,pending,submitted,2023-01-23
O000085,000027.SZ,buy,200,2023-01-23,,0.0,pending,submitted,2023-01-23
O000086,000036.SZ,buy,200,2023-01-23,,0.0,pending,submitted,2023-01-23
O000087,000041.SZ,buy,200,2023-01-23,,0.0,pending,submitted,2023-01-23
O000088,000046.SZ,buy,200,2023-01-23,,0.0,pending,submitted,2023-01-23
O000089,000049.SZ,buy,200,2023-01-23,,0.0,pending,submitted,2023-01-23
O000079,000026.SZ,sell,9000,2023-01-23,2023-01-24,10.6909983,filled,filled,2023-01-24
O000080,000009.SZ,buy,200,2023-01-23,2023-01-24,9.932322399999999,filled,filled,2023-01-24
O000081,000013.SZ,buy,200,2023-01-23,2023-01-24,10.561951399999998,filled,filled,2023-01-24
O000082,000017.SZ,buy,200,2023-01-23,2023-01-24,9.580070499999998,filled,filled,2023-01-24
O000083,000019.SZ,buy,200,2023-01-23,2023-01-24,10.577166599999998,filled,filled,2023-01-24
O000084,000021.SZ,buy,200,2023-01-23,2023-01-24,9.86986,filled,filled,2023-01-24
O000085,000027.SZ,buy,200,2023-01-23,2023-01-24,11.1129018,filled,filled,2023-01-24
O000086,000036.SZ,buy,200,2023-01-23,2023-01-24,10.284073799999998,filled,filled,2023-01-24
O000087,000041.SZ,buy,200,2023-01-23,2023-01-24,12.217305099999999,filled,filled,2023-01-24
O000088,000046.SZ,buy,200,2023-01-23,2023-01-24,10.714103399999999,filled,filled,2023-01-24
O000089,000049.SZ,buy,200,2023-01-23,2023-01-24,10.391481099999998,filled,filled,2023-01-24
O000090,000042.SZ,sell,1100,2023-01-24,,0.0,pending,submitted,2023-01-24
O000091,000050.SZ,sell,500,2023-01-24,,0.0,pending,submitted,2023-01-24
O000092,000005.SZ,buy,1000,2023-01-24,,0.0,pending,submitted,2023-01-24
O000093,000013.SZ,buy,900,2023-01-24,,0.0,pending,submitted,2023-01-24
O000094,000017.SZ,buy,1000,2023-01-24,,0.0,pending,submitted,2023-01-24
O000095,000021.SZ,buy,900,2023-01-24,,0.0,pending,submitted,2023-01-24
O000096,000027.SZ,buy,800,2023-01-24,,0.0,pending,submitted,2023-01-24
O000097,000032.SZ,buy,900,2023-01-24,,0.0,pending,submitted,2023-01-24
O000098,000036.SZ,buy,900,2023-01-24,,0.0,pending,submitted,2023-01-24
O000099,000041.SZ,buy,800,2023-01-24,,0.0,pending,submitted,2023-01-24
O000100,000045.SZ,buy,900,2023-01-24,,0.0,pending,submitted,2023-01-24
O000101,000049.SZ,buy,900,2023-01-24,,0.0,pending,submitted,2023-01-24
O000090,000042.SZ,sell,1100,2023-01-24,2023-01-25,10.0293606,filled,filled,2023-01-25
O000091,000050.SZ,sell,500,2023-01-24,2023-01-25,9.680509800000001,filled,filled,2023-01-25
O000092,000005.SZ,buy,1000,2023-01-24,2023-01-25,9.460951499999998,filled,filled,2023-01-25
O000093,000013.SZ,buy,900,2023-01-24,2023-01-25,10.807997199999999,filled,filled,2023-01-25
O000094,000017.SZ,buy,1000,2023-01-24,2023-01-25,9.622512899999998,filled,filled,2023-01-25
O000095,000021.SZ,buy,900,2023-01-24,2023-01-25,10.1303202,filled,filled,2023-01-25
O000096,000027.SZ,buy,800,2023-01-24,2023-01-25,11.074062999999999,filled,filled,2023-01-25
O000097,000032.SZ,buy,900,2023-01-24,2023-01-25,10.6880774,filled,filled,2023-01-25
O000098,000036.SZ,buy,900,2023-01-24,2023-01-25,10.569959399999998,filled,filled,2023-01-25
O000099,000041.SZ,buy,800,2023-01-24,2023-01-25,11.975363399999999,filled,filled,2023-01-25
O000100,000045.SZ,buy,900,2023-01-24,2023-01-25,10.1447346,filled,filled,2023-01-25
O000101,000049.SZ,buy,900,2023-01-24,2023-01-25,10.4094991,filled,filled,2023-01-25
O000102,000003.SZ,buy,200,2023-01-25,,0.0,pending,submitted,2023-01-25
O000103,000005.SZ,buy,200,2023-01-25,,0.0,pending,submitted,2023-01-25
O000104,000007.SZ,buy,200,2023-01-25,,0.0,pending,submitted,2023-01-25
O000105,000018.SZ,buy,200,2023-01-25,,0.0,pending,submitted,2023-01-25
O000106,000021.SZ,buy,200,2023-01-25,,0.0,pending,submitted,2023-01-25
O000107,000025.SZ,buy,200,2023-01-25,,0.0,pending,submitted,2023-01-25
O000108,000032.SZ,buy,200,2023-01-25,,0.0,pending,submitted,2023-01-25
O000109,000036.SZ,buy,200,2023-01-25,,0.0,pending,submitted,2023-01-25
O000110,000045.SZ,buy,200,2023-01-25,,0.0,pending,submitted,2023-01-25
O000111,000049.SZ,buy,200,2023-01-25,,0.0,pending,submitted,2023-01-25
O000102,000003.SZ,buy,200,2023-01-25,2023-01-26,12.089677599999998,filled,filled,2023-01-26
O000103,000005.SZ,buy,200,2023-01-25,2023-01-26,9.853043199999998,filled,filled,2023-01-26
O000104,000007.SZ,buy,200,2023-01-25,2023-01-26,9.473063599999998,filled,filled,2023-01-26
O000105,000018.SZ,buy,200,2023-01-25,2023-01-26,10.660950299999998,filled,filled,2023-01-26
O000106,000021.SZ,buy,200,2023-01-25,2023-01-26,10.4778674,filled,filled,2023-01-26
O000107,000025.SZ,buy,200,2023-01-25,2023-01-26,10.1990889,filled,filled,2023-01-26
O000108,000032.SZ,buy,200,2023-01-25,2023-01-26,10.714103399999999,filled,filled,2023-01-26
O000109,000036.SZ,buy,200,2023-01-25,2023-01-26,11.071460399999998,filled,filled,2023-01-26
O000110,000045.SZ,buy,200,2023-01-25,2023-01-26,10.489378899999998,filled,filled,2023-01-26
O000111,000049.SZ,buy,200,2023-01-25,2023-01-26,10.395485099999998,filled,filled,2023-01-26
O000112,000014.SZ,sell,900,2023-01-30,,0.0,pending,submitted,2023-01-30
O000113,000041.SZ,sell,10500,2023-01-30,,0.0,pending,submitted,2023-01-30
O000112,000014.SZ,sell,900,2023-01-30,2023-01-31,9.1743165,filled,filled,2023-01-31
O000113,000041.SZ,sell,10500,2023-01-30,2023-01-31,11.6394489,filled,filled,2023-01-31
O000114,000007.SZ,sell,200,2023-01-31,,0.0,pending,submitted,2023-01-31
O000115,000009.SZ,buy,1200,2023-01-31,,0.0,pending,submitted,2023-01-31
O000116,000011.SZ,buy,1300,2023-01-31,,0.0,pending,submitted,2023-01-31
O000117,000018.SZ,buy,1100,2023-01-31,,0.0,pending,submitted,2023-01-31
O000118,000029.SZ,buy,1100,2023-01-31,,0.0,pending,submitted,2023-01-31
O000119,000031.SZ,buy,1200,2023-01-31,,0.0,pending,submitted,2023-01-31
O000120,000036.SZ,buy,1000,2023-01-31,,0.0,pending,submitted,2023-01-31
O000121,000044.SZ,buy,1100,2023-01-31,,0.0,pending,submitted,2023-01-31
O000122,000045.SZ,buy,1100,2023-01-31,,0.0,pending,submitted,2023-01-31
O000123,000046.SZ,buy,1100,2023-01-31,,0.0,pending,submitted,2023-01-31
O000124,000048.SZ,buy,1200,2023-01-31,,0.0,pending,submitted,2023-01-31
O000114,000007.SZ,sell,200,2023-01-31,2023-02-01,9.0531378,filled,filled,2023-02-01
O000115,000009.SZ,buy,1200,2023-01-31,2023-02-01,10.5987882,filled,filled,2023-02-01
O000116,000011.SZ,buy,1300,2023-01-31,2023-02-01,9.3078986,filled,filled,2023-02-01
O000117,000018.SZ,buy,1100,2023-01-31,2023-02-01,11.116805699999999,filled,filled,2023-02-01
O000118,000029.SZ,buy,1100,2023-01-31,2023-02-01,10.732321599999999,filled,filled,2023-02-01
O000119,000031.SZ,buy,1200,2023-01-31,2023-02-01,9.9685586,filled,filled,2023-02-01
O000120,000036.SZ,buy,1000,2023-01-31,2023-02-01,12.1880759,filled,filled,2023-02-01
O000121,000044.SZ,buy,1100,2023-01-31,2023-02-01,10.760950199999998,filled,filled,2023-02-01
O000122,000045.SZ,buy,1100,2023-01-31,2023-02-01,10.9735626,filled,filled,2023-02-01
O000123,000046.SZ,buy,1100,2023-01-31,2023-02-01,11.4341227,filled,filled,2023-02-01
O000124,000048.SZ,buy,1200,2023-01-31,2023-02-01,10.6622516,filled,filled,2023-02-01
O000125,000004.SZ,sell,1600,2023-02-01,,0.0,pending,submitted,2023-02-01
O000126,000025.SZ,sell,200,2023-02-01,,0.0,pending,submitted,2023-02-01
O000127,000009.SZ,buy,100,2023-02-01,,0.0,pending,submitted,2023-02-01
O000128,000018.SZ,buy,100,2023-02-01,,0.0,pending,submitted,2023-02-01
O000129,000022.SZ,buy,100,2023-02-01,,0.0,pending,submitted,2023-02-01
O000130,000031.SZ,buy,100,2023-02-01,,0.0,pending,submitted,2023-02-01
O000131,000036.SZ,buy,100,2023-02-01,,0.0,pending,submitted,2023-02-01
O000132,000038.SZ,buy,100,2023-02-01,,0.0,pending,submitted,2023-02-01
O000133,000043.SZ,buy,100,2023-02-01,,0.0,pending,submitted,2023-02-01
O000134,000044.SZ,buy,100,2023-02-01,,0.0,pending,submitted,2023-02-01
O000135,000047.SZ,buy,100,2023-02-01,,0.0,pending,submitted,2023-02-01
O000136,000049.SZ,buy,100,2023-02-01,,0.0,pending,submitted,2023-02-01
O000125,000004.SZ,sell,1600,2023-02-01,2023-02-02,10.8562329,filled,filled,2023-02-02
O000126,000025.SZ,sell,200,2023-02-01,2023-02-02,9.8763138,filled,filled,2023-02-02
O000127,000009.SZ,buy,100,2023-02-01,2023-02-02,10.478468,filled,filled,2023-02-02
O000128,000018.SZ,buy,100,2023-02-01,2023-02-02,11.543331799999999,filled,filled,2023-02-02
O000129,000022.SZ,buy,100,2023-02-01,2023-02-02,9.743233499999999,filled,filled,2023-02-02
O000130,000031.SZ,buy,100,2023-02-01,2023-02-02,9.993183199999999,filled,filled,2023-02-02
O000131,000036.SZ,buy,100,2023-02-01,2023-02-02,12.183170999999998,filled,filled,2023-02-02
O000132,000038.SZ,buy,100,2023-02-01,2023-02-02,11.1224113,filled,filled,2023-02-02
O000133,000043.SZ,buy,100,2023-02-01,2023-02-02,12.158546399999999,filled,filled,2023-02-02
O000134,000044.SZ,buy,100,2023-02-01,2023-02-02,10.791480699999997,filled,filled,2023-02-02
O000135,000047.SZ,buy,100,2023-02-01,2023-02-02,10.1943842,filled,filled,2023-02-02
O000136,000049.SZ,buy,100,2023-02-01,2023-02-02,10.878667799999999,filled,filled,2023-02-02
O000137,000027.SZ,sell,4300,2023-02-02,,0.0,pending,submitted,2023-02-02
O000138,000032.SZ,sell,5800,2023-02-02,,0.0,pending,submitted,2023-02-02
O000139,000003.SZ,buy,100,2023-02-02,,0.0,pending,submitted,2023-02-02
O000140,000016.SZ,buy,200,2023-02-02,,0.0,pending,submitted,2023-02-02
O000141,000018.SZ,buy,100,2023-02-02,,0.0,pending,submitted,2023-02-02
O000142,000022.SZ,buy,200,2023-02-02,,0.0,pending,submitted,2023-02-02
O000143,000031.SZ,buy,200,2023-02-02,,0.0,pending,submitted,2023-02-02
O000144,000036.SZ,buy,100,2023-02-02,,0.0,pending,submitted,2023-02-02
O000145,000038.SZ,buy,100,2023-02-02,,0.0,pending,submitted,2023-02-02
O000146,000043.SZ,buy,100,2023-02-02,,0.0,pending,submitted,2023-02-02
O000147,000045.SZ,buy,200,2023-02-02,,0.0,pending,submitted,2023-02-02
O000148,000046.SZ,buy,100,2023-02-02,,0.0,pending,submitted,2023-02-02
O000137,000027.SZ,sell,4300,2023-02-02,2023-02-03,11.0909979,filled,filled,2023-02-03
O000138,000032.SZ,sell,5800,2023-02-02,2023-02-03,10.7796096,filled,filled,2023-02-03
O000139,000003.SZ,buy,100,2023-02-02,2023-02-03,12.5298173,filled,filled,2023-02-03
O000140,000016.SZ,buy,200,2023-02-02,2023-02-03,8.6561475,filled,filled,2023-02-03
O000141,000018.SZ,buy,100,2023-02-02,2023-02-03,11.5379264,filled,filled,2023-02-03
O000142,000022.SZ,buy,200,2023-02-02,2023-02-03,9.6283187,filled,filled,2023-02-03
O000143,000031.SZ,buy,200,2023-02-02,2023-02-03,10.228217999999998,filled,filled,2023-02-03
O000144,000036.SZ,buy,100,2023-02-02,2023-02-03,12.013501499999999,filled,filled,2023-02-03
O000145,000038.SZ,buy,100,2023-02-02,2023-02-03,11.302290999999999,filled,filled,2023-02-03
O000146,000043.SZ,buy,100,2023-02-02,2023-02-03,12.417004599999999,filled,filled,2023-02-03
O000147,000045.SZ,buy,200,2023-02-02,2023-02-03,11.061450399999998,filled,filled,2023-02-03
O000148,000046.SZ,buy,100,2023-02-02,2023-02-03,11.659047399999999,filled,filled,2023-02-03
O000149,000011.SZ,sell,1300,2023-02-03,,0.0,pending,submitted,2023-02-03
O000150,000049.SZ,sell,1400,2023-02-03,,0.0,pending,submitted,2023-02-03
O000151,000003.SZ,buy,800,2023-02-03,,0.0,pending,submitted,2023-02-03
O000152,000005.SZ,buy,1000,2023-02-03,,0.0,pending,submitted,2023-02-03
