date,code,action,price,shares,amount,commission,tax,order_id,signal_date
2023-01-16,000032.SZ,buy,9.901992099999998,900,8911.792889999997,5.0,0.0,O000027,2023-01-13
2023-01-16,000033.SZ,buy,10.9657548,800,8772.60384,5.0,0.0,O000028,2023-01-13
2023-01-16,000038.SZ,buy,10.381471099999999,900,9343.323989999999,5.0,0.0,O000029,2023-01-13
2023-01-16,000039.SZ,buy,9.9478379,900,8953.05411,5.0,0.0,O000030,2023-01-13
2023-01-16,000041.SZ,buy,11.342631299999999,800,9074.105039999999,5.0,0.0,O000031,2023-01-13
2023-01-16,000047.SZ,buy,10.2479377,900,9223.14393,5.0,0.0,O000032,2023-01-13
2023-01-17,000046.SZ,sell,10.3963932,8700,90448.62084,22.61215521,90.44862084,O000033,2023-01-16
2023-01-17,000004.SZ,buy,10.991180199999999,800,8792.94416,5.0,0.0,O000034,2023-01-16
2023-01-17,000012.SZ,buy,10.6787681,800,8543.01448,5.0,0.0,O000035,2023-01-16
2023-01-17,000018.SZ,buy,10.216506299999999,900,9194.855669999999,5.0,0.0,O000036,2023-01-16
2023-01-17,000019.SZ,buy,10.118208099999999,900,9106.387289999999,5.0,0.0,O000037,2023-01-16
2023-01-17,000022.SZ,buy,10.2018917,900,9181.702529999999,5.0,0.0,O000038,2023-01-16
2023-01-17,000027.SZ,buy,10.758047299999998,800,8606.437839999999,5.0,0.0,O000039,2023-01-16
2023-01-17,000032.SZ,buy,10.0050951,900,9004.58559,5.0,0.0,O000040,2023-01-16
2023-01-17,000033.SZ,buy,11.061150099999999,800,8848.92008,5.0,0.0,O000041,2023-01-16
2023-01-17,000038.SZ,buy,10.269759499999997,900,9242.783549999998,5.0,0.0,O000042,2023-01-16
2023-01-17,000039.SZ,buy,10.0311211,900,9028.00899,5.0,0.0,O000043,2023-01-16
2023-01-18,000020.SZ,sell,10.939349700000001,8800,96266.27736000001,24.06656934,96.26627736,O000044,2023-01-17
2023-01-18,000048.SZ,sell,9.7597305,9600,93693.4128,23.4233532,93.6934128,O000045,2023-01-17
2023-01-18,000009.SZ,buy,9.660851199999998,900,8694.766079999998,5.0,0.0,O000046,2023-01-17
2023-01-18,000012.SZ,buy,10.749538799999998,800,8599.631039999998,5.0,0.0,O000047,2023-01-17
2023-01-18,000014.SZ,buy,9.715806099999998,900,8744.225489999999,5.0,0.0,O000048,2023-01-17
2023-01-18,000018.SZ,buy,10.378267899999999,900,9340.44111,5.0,0.0,O000049,2023-01-17
2023-01-18,000019.SZ,buy,10.223513299999999,900,9201.16197,5.0,0.0,O000050,2023-01-17
2023-01-18,000021.SZ,buy,9.5749654,900,8617.46886,5.0,0.0,O000051,2023-01-17
2023-01-18,000032.SZ,buy,10.355445099999999,900,9319.90059,5.0,0.0,O000052,2023-01-17
2023-01-18,000036.SZ,buy,10.0562462,900,9050.62158,5.0,0.0,O000053,2023-01-17
2023-01-18,000038.SZ,buy,10.454944499999998,900,9409.450049999998,5.0,0.0,O000054,2023-01-17
2023-01-18,000042.SZ,buy,10.492381899999998,900,9443.143709999998,5.0,0.0,O000055,2023-01-17
2023-01-19,000022.SZ,sell,9.5679225,900,8611.13025,5.0,8.61113025,O000056,2023-01-18
2023-01-19,000009.SZ,buy,9.866556699999999,1900,18746.45773,5.0,0.0,O000057,2023-01-18
2023-01-19,000012.SZ,buy,10.887676799999998,1700,18509.050559999996,5.0,0.0,O000058,2023-01-18
2023-01-19,000013.SZ,buy,10.287977699999999,1800,18518.359859999997,5.0,0.0,O000059,2023-01-18
2023-01-19,000018.SZ,buy,10.2287185,1800,18411.6933,5.0,0.0,O000060,2023-01-18
2023-01-19,000019.SZ,buy,10.4759655,1800,18856.7379,5.0,0.0,O000061,2023-01-18
2023-01-19,000027.SZ,buy,10.9047939,1700,18538.14963,5.0,0.0,O000062,2023-01-18
2023-01-19,000032.SZ,buy,10.1458357,1800,18262.504259999998,5.0,0.0,O000063,2023-01-18
2023-01-19,000038.SZ,buy,10.535424899999999,1800,18963.764819999997,5.0,0.0,O000064,2023-01-18
2023-01-19,000046.SZ,buy,10.8626518,1700,18466.50806,5.0,0.0,O000065,2023-01-18
2023-01-19,000048.SZ,buy,10.4088985,1800,18736.0173,5.0,0.0,O000066,2023-01-18
2023-01-20,000009.SZ,buy,9.936226299999998,200,1987.2452599999995,5.0,0.0,O000067,2023-01-19
2023-01-20,000013.SZ,buy,10.687676999999999,100,1068.7676999999999,5.0,0.0,O000068,2023-01-19
2023-01-20,000018.SZ,buy,10.309599299999999,200,2061.9198599999995,5.0,0.0,O000069,2023-01-19
2023-01-20,000021.SZ,buy,9.480671199999998,200,1896.1342399999996,5.0,0.0,O000070,2023-01-19
2023-01-20,000032.SZ,buy,10.378868499999998,200,2075.7736999999997,5.0,0.0,O000071,2023-01-19
2023-01-20,000036.SZ,buy,10.17016,200,2034.032,5.0,0.0,O000072,2023-01-19
2023-01-20,000041.SZ,buy,11.8012895,100,1180.12895,5.0,0.0,O000073,2023-01-19
2023-01-20,000042.SZ,buy,10.110600499999999,200,2022.1200999999996,5.0,0.0,O000074,2023-01-19
2023-01-20,000044.SZ,buy,10.4699595,200,2093.9919,5.0,0.0,O000075,2023-01-19
2023-01-20,000048.SZ,buy,10.439729299999998,200,2087.94586,5.0,0.0,O000076,2023-01-19
2023-01-23,000039.SZ,sell,9.5825079,1800,17248.51422,5.0,17.24851422,O000077,2023-01-20
2023-01-23,000047.SZ,sell,9.5980923,900,8638.28307,5.0,8.63828307,O000078,2023-01-20
2023-01-24,000026.SZ,sell,10.6909983,9000,96218.9847,24.054746175000002,96.21898470000001,O000079,2023-01-23
2023-01-24,000009.SZ,buy,9.932322399999999,200,1986.4644799999996,5.0,0.0,O000080,2023-01-23
2023-01-24,000013.SZ,buy,10.561951399999998,200,2112.3902799999996,5.0,0.0,O000081,2023-01-23
2023-01-24,000017.SZ,buy,9.580070499999998,200,1916.0140999999996,5.0,0.0,O000082,2023-01-23
2023-01-24,000019.SZ,buy,10.577166599999998,200,2115.4333199999996,5.0,0.0,O000083,2023-01-23
2023-01-24,000021.SZ,buy,9.86986,200,1973.9719999999998,5.0,0.0,O000084,2023-01-23
2023-01-24,000027.SZ,buy,11.1129018,200,2222.58036,5.0,0.0,O000085,2023-01-23
2023-01-24,000036.SZ,buy,10.284073799999998,200,2056.8147599999998,5.0,0.0,O000086,2023-01-23
2023-01-24,000041.SZ,buy,12.217305099999999,200,2443.4610199999997,5.0,0.0,O000087,2023-01-23
2023-01-24,000046.SZ,buy,10.714103399999999,200,2142.82068,5.0,0.0,O000088,2023-01-23
2023-01-24,000049.SZ,buy,10.391481099999998,200,2078.2962199999997,5.0,0.0,O000089,2023-01-23
2023-01-25,000042.SZ,sell,10.0293606,1100,11032.29666,5.0,11.03229666,O000090,2023-01-24
2023-01-25,000050.SZ,sell,9.680509800000001,500,4840.254900000001,5.0,4.840254900000001,O000091,2023-01-24
2023-01-25,000005.SZ,buy,9.460951499999998,1000,9460.9515,5.0,0.0,O000092,2023-01-24
2023-01-25,000013.SZ,buy,10.807997199999999,900,9727.197479999999,5.0,0.0,O000093,2023-01-24
2023-01-25,000017.SZ,buy,9.622512899999998,1000,9622.512899999998,5.0,0.0,O000094,2023-01-24
2023-01-25,000021.SZ,buy,10.1303202,900,9117.28818,5.0,0.0,O000095,2023-01-24
2023-01-25,000027.SZ,buy,11.074062999999999,800,8859.250399999999,5.0,0.0,O000096,2023-01-24
2023-01-25,000032.SZ,buy,10.6880774,900,9619.26966,5.0,0.0,O000097,2023-01-24
2023-01-25,000036.SZ,buy,10.569959399999998,900,9512.963459999999,5.0,0.0,O000098,2023-01-24
2023-01-25,000041.SZ,buy,11.975363399999999,800,9580.290719999999,5.0,0.0,O000099,2023-01-24
2023-01-25,000045.SZ,buy,10.1447346,900,9130.26114,5.0,0.0,O000100,2023-01-24
2023-01-25,000049.SZ,buy,10.4094991,900,9368.54919,5.0,0.0,O000101,2023-01-24
2023-01-26,000003.SZ,buy,12.089677599999998,200,2417.9355199999995,5.0,0.0,O000102,2023-01-25
2023-01-26,000005.SZ,buy,9.853043199999998,200,1970.6086399999997,5.0,0.0,O000103,2023-01-25
2023-01-26,000007.SZ,buy,9.473063599999998,200,1894.6127199999996,5.0,0.0,O000104,2023-01-25
2023-01-26,000018.SZ,buy,10.660950299999998,200,2132.1900599999994,5.0,0.0,O000105,2023-01-25
2023-01-26,000021.SZ,buy,10.4778674,200,2095.57348,5.0,0.0,O000106,2023-01-25
2023-01-26,000025.SZ,buy,10.1990889,200,2039.8177799999999,5.0,0.0,O000107,2023-01-25
2023-01-26,000032.SZ,buy,10.714103399999999,200,2142.82068,5.0,0.0,O000108,2023-01-25
2023-01-26,000036.SZ,buy,11.071460399999998,200,2214.2920799999997,5.0,0.0,O000109,2023-01-25
2023-01-26,000045.SZ,buy,10.489378899999998,200,2097.87578,5.0,0.0,O000110,2023-01-25
2023-01-26,000049.SZ,buy,10.395485099999998,200,2079.0970199999997,5.0,0.0,O000111,2023-01-25
2023-01-31,000014.SZ,sell,9.1743165,900,8256.88485,5.0,8.25688485,O000112,2023-01-30
2023-01-31,000041.SZ,sell,11.6394489,10500,122214.21345,30.5535533625,122.21421345,O000113,2023-01-30
2023-02-01,000007.SZ,sell,9.0531378,200,1810.62756,5.0,1.81062756,O000114,2023-01-31
2023-02-01,000009.SZ,buy,10.5987882,1200,12718.545839999999,5.0,0.0,O000115,2023-01-31
2023-02-01,000011.SZ,buy,9.3078986,1300,12100.26818,5.0,0.0,O000116,2023-01-31
2023-02-01,000018.SZ,buy,11.116805699999999,1100,12228.48627,5.0,0.0,O000117,2023-01-31
2023-02-01,000029.SZ,buy,10.732321599999999,1100,11805.553759999999,5.0,0.0,O000118,2023-01-31
2023-02-01,000031.SZ,buy,9.9685586,1200,11962.27032,5.0,0.0,O000119,2023-01-31
2023-02-01,000036.SZ,buy,12.1880759,1000,12188.0759,5.0,0.0,O000120,2023-01-31
2023-02-01,000044.SZ,buy,10.760950199999998,1100,11837.045219999998,5.0,0.0,O000121,2023-01-31
2023-02-01,000045.SZ,buy,10.9735626,1100,12070.91886,5.0,0.0,O000122,2023-01-31
2023-02-01,000046.SZ,buy,11.4341227,1100,12577.534969999999,5.0,0.0,O000123,2023-01-31
2023-02-01,000048.SZ,buy,10.6622516,1200,12794.70192,5.0,0.0,O000124,2023-01-31
2023-02-02,000004.SZ,sell,10.8562329,1600,17369.97264,5.0,17.36997264,O000125,2023-02-01
2023-02-02,000025.SZ,sell,9.8763138,200,1975.26276,5.0,1.9752627600000001,O000126,2023-02-01
2023-02-02,000009.SZ,buy,10.478468,100,1047.8468,5.0,0.0,O000127,2023-02-01
2023-02-02,000018.SZ,buy,11.543331799999999,100,1154.3331799999999,5.0,0.0,O000128,2023-02-01
2023-02-02,000022.SZ,buy,9.743233499999999,100,974.3233499999999,5.0,0.0,O000129,2023-02-01
2023-02-02,000031.SZ,buy,9.993183199999999,100,999.3183199999999,5.0,0.0,O000130,2023-02-01
2023-02-02,000036.SZ,buy,12.183170999999998,100,1218.3170999999998,5.0,0.0,O000131,2023-02-01
2023-02-02,000038.SZ,buy,11.1224113,100,1112.2411299999999,5.0,0.0,O000132,2023-02-01
2023-02-02,000043.SZ,buy,12.158546399999999,100,1215.8546399999998,5.0,0.0,O000133,2023-02-01
2023-02-02,000044.SZ,buy,10.791480699999997,100,1079.1480699999997,5.0,0.0,O000134,2023-02-01
2023-02-02,000047.SZ,buy,10.1943842,100,1019.43842,5.0,0.0,O000135,2023-02-01
2023-02-02,000049.SZ,buy,10.878667799999999,100,1087.8667799999998,5.0,0.0,O000136,2023-02-01
2023-02-03,000027.SZ,sell,11.0909979,4300,47691.29097,11.922822742500001,47.691290970000004,O000137,2023-02-02
2023-02-03,000032.SZ,sell,10.7796096,5800,62521.735680000005,15.630433920000002,62.521735680000006,O000138,2023-02-02
2023-02-03,000003.SZ,buy,12.5298173,100,1252.98173,5.0,0.0,O000139,2023-02-02
2023-02-03,000016.SZ,buy,8.6561475,200,1731.2295,5.0,0.0,O000140,2023-02-02
2023-02-03,000018.SZ,buy,11.5379264,100,1153.79264,5.0,0.0,O000141,2023-02-02
2023-02-03,000022.SZ,buy,9.6283187,200,1925.66374,5.0,0.0,O000142,2023-02-02
2023-02-03,000031.SZ,buy,10.228217999999998,200,2045.6435999999997,5.0,0.0,O000143,2023-02-02
2023-02-03,000036.SZ,buy,12.013501499999999,100,1201.3501499999998,5.0,0.0,O000144,2023-02-02
2023-02-03,000038.SZ,buy,11.302290999999999,100,1130.2290999999998,5.0,0.0,O000145,2023-02-02
2023-02-03,000043.SZ,buy,12.417004599999999,100,1241.7004599999998,5.0,0.0,O000146,2023-02-02
2023-02-03,000045.SZ,buy,11.061450399999998,200,2212.2900799999998,5.0,0.0,O000147,2023-02-02
2023-02-03,000046.SZ,buy,11.659047399999999,100,1165.90474,5.0,0.0,O000148,2023-02-02
2023-02-06,000011.SZ,sell,8.5759155,1300,11148.69015,5.0,11.14869015,O000149,2023-02-03
2023-02-06,000049.SZ,sell,10.2808089,1400,14393.13246,5.0,14.39313246,O000150,2023-02-03
2023-02-06,000003.SZ,buy,12.764451699999999,800,10211.56136,5.0,0.0,O000151,2023-02-03
2023-02-06,000005.SZ,buy,10.610499899999999,1000,10610.499899999999,5.0,0.0,O000152,2023-02-03
2023-02-06,000013.SZ,buy,11.149137999999999,1000,11149.137999999999,5.0,0.0,O000153,2023-02-03
2023-02-06,000018.SZ,buy,11.7655538,900,10588.99842,5.0,0.0,O000154,2023-02-03
2023-02-06,000019.SZ,buy,11.147236099999999,1000,11147.236099999998,5.0,0.0,O000155,2023-02-03
2023-02-06,000021.SZ,buy,10.690479799999999,1000,10690.4798,5.0,0.0,O000156,2023-02-03
2023-02-06,000022.SZ,buy,10.0861761,1100,11094.79371,5.0,0.0,O000157,2023-02-03
2023-02-06,000035.SZ,buy,8.822914099999998,1200,10587.496919999998,5.0,0.0,O000158,2023-02-03
2023-02-06,000043.SZ,buy,12.6330204,800,10106.41632,5.0,0.0,O000159,2023-02-03
2023-02-06,000046.SZ,buy,12.442429999999998,900,11198.186999999998,5.0,0.0,O000160,2023-02-03
2023-02-07,000005.SZ,buy,10.671060399999998,300,3201.3181199999995,5.0,0.0,O000161,2023-02-06
2023-02-07,000013.SZ,buy,11.322611299999998,300,3396.7833899999996,5.0,0.0,O000162,2023-02-06
2023-02-07,000014.SZ,buy,9.985875899999998,300,2995.7627699999994,5.0,0.0,O000163,2023-02-06
2023-02-07,000018.SZ,buy,12.153140999999998,200,2430.6281999999997,5.0,0.0,O000164,2023-02-06
2023-02-07,000022.SZ,buy,10.2583481,300,3077.50443,5.0,0.0,O000165,2023-02-06
2023-02-07,000035.SZ,buy,9.2844752,300,2785.3425599999996,5.0,0.0,O000166,2023-02-06
2023-02-07,000036.SZ,buy,12.580467899999999,200,2516.0935799999997,5.0,0.0,O000167,2023-02-06
2023-02-07,000037.SZ,buy,8.965456499999998,300,2689.6369499999996,5.0,0.0,O000168,2023-02-06
2023-02-07,000043.SZ,buy,12.524612099999999,200,2504.92242,5.0,0.0,O000169,2023-02-06
2023-02-07,000046.SZ,buy,12.170958799999998,200,2434.1917599999997,5.0,0.0,O000170,2023-02-06
2023-02-08,000033.SZ,sell,10.6722171,2000,21344.4342,5.33610855,21.3444342,O000171,2023-02-07
2023-02-08,000044.SZ,sell,10.1262636,1900,19239.90084,5.0,19.239900839999997,O000172,2023-02-07
2023-02-09,000005.SZ,buy,10.8872764,400,4354.910559999999,5.0,0.0,O000173,2023-02-08
2023-02-09,000012.SZ,buy,11.8332214,300,3549.9664199999997,5.0,0.0,O000174,2023-02-08
2023-02-09,000013.SZ,buy,11.552040499999999,400,4620.816199999999,5.0,0.0,O000175,2023-02-08
2023-02-09,000014.SZ,buy,10.0478378,400,4019.13512,5.0,0.0,O000176,2023-02-08
2023-02-09,000018.SZ,buy,12.336023699999998,300,3700.8071099999997,5.0,0.0,O000177,2023-02-08
2023-02-09,000022.SZ,buy,10.445134699999999,400,4178.0538799999995,5.0,0.0,O000178,2023-02-08
2023-02-09,000025.SZ,buy,10.529919399999997,400,4211.967759999999,5.0,0.0,O000179,2023-02-08
2023-02-09,000035.SZ,buy,9.1095004,500,4554.7502,5.0,0.0,O000180,2023-02-08
2023-02-09,000043.SZ,buy,13.334521199999998,300,4000.3563599999993,5.0,0.0,O000181,2023-02-08
2023-02-09,000048.SZ,buy,11.1596485,400,4463.859399999999,5.0,0.0,O000182,2023-02-08
2023-02-13,000009.SZ,sell,10.011478499999999,4500,45051.653249999996,11.262913312499998,45.051653249999994,O000183,2023-02-10
2023-02-13,000046.SZ,sell,11.7994887,4200,49557.85254,12.389463135,49.55785254,O000184,2023-02-10
2023-02-14,000043.SZ,sell,11.8006875,1500,17701.03125,5.0,17.70103125,O000185,2023-02-13
2023-02-14,000002.SZ,buy,8.7914827,1000,8791.482699999999,5.0,0.0,O000186,2023-02-13
2023-02-14,000004.SZ,buy,11.5624509,800,9249.96072,5.0,0.0,O000187,2023-02-13
2023-02-14,000012.SZ,buy,12.2965843,700,8607.60901,5.0,0.0,O000188,2023-02-13
2023-02-14,000013.SZ,buy,12.299086799999998,700,8609.360759999998,5.0,0.0,O000189,2023-02-13
2023-02-14,000016.SZ,buy,9.323514199999998,1000,9323.514199999998,5.0,0.0,O000190,2023-02-13
2023-02-14,000017.SZ,buy,10.696385699999999,900,9626.747129999998,5.0,0.0,O000191,2023-02-13
2023-02-14,000021.SZ,buy,10.842331499999998,800,8673.865199999998,5.0,0.0,O000192,2023-02-13
2023-02-14,000034.SZ,buy,9.6887791,900,8719.90119,5.0,0.0,O000193,2023-02-13
2023-02-14,000044.SZ,buy,11.0659549,800,8852.76392,5.0,0.0,O000194,2023-02-13
2023-02-14,000049.SZ,buy,10.982971999999998,800,8786.377599999998,5.0,0.0,O000195,2023-02-13
2023-02-15,000037.SZ,sell,8.4806109,300,2544.18327,5.0,2.54418327,O000196,2023-02-14
2023-02-15,000002.SZ,buy,8.703795099999999,300,2611.1385299999997,5.0,0.0,O000197,2023-02-14
2023-02-15,000011.SZ,buy,9.1875784,300,2756.2735199999997,5.0,0.0,O000198,2023-02-14
2023-02-15,000012.SZ,buy,12.198486299999997,200,2439.6972599999995,5.0,0.0,O000199,2023-02-14
2023-02-15,000013.SZ,buy,11.9495376,200,2389.9075199999997,5.0,0.0,O000200,2023-02-14
2023-02-15,000016.SZ,buy,9.232523299999999,300,2769.7569899999994,5.0,0.0,O000201,2023-02-14
2023-02-15,000017.SZ,buy,10.717706999999999,200,2143.5413999999996,5.0,0.0,O000202,2023-02-14
2023-02-15,000018.SZ,buy,12.4572448,200,2491.44896,5.0,0.0,O000203,2023-02-14
2023-02-15,000031.SZ,buy,10.8787679,200,2175.75358,5.0,0.0,O000204,2023-02-14
2023-02-15,000044.SZ,buy,11.069658599999999,200,2213.9317199999996,5.0,0.0,O000205,2023-02-14
2023-02-15,000049.SZ,buy,11.040028999999999,200,2208.0058,5.0,0.0,O000206,2023-02-14
2023-02-16,000036.SZ,sell,12.1080798,13900,168302.30922,42.075577305,168.30230922,O000207,2023-02-15
2023-02-17,000016.SZ,sell,8.735256,1500,13102.884,5.0,13.102884,O000208,2023-02-16
2023-02-17,000019.SZ,sell,10.587501900000001,4800,50820.00912,12.70500228,50.82000912,O000209,2023-02-16
2023-02-17,000007.SZ,buy,9.5030936,1700,16155.259119999999,5.0,0.0,O000210,2023-02-16
2023-02-17,000011.SZ,buy,8.9967878,1800,16194.21804,5.0,0.0,O000211,2023-02-16
2023-02-17,000013.SZ,buy,12.100388299999999,1300,15730.504789999999,5.0,0.0,O000212,2023-02-16
2023-02-17,000018.SZ,buy,12.3752629,1300,16087.841769999999,5.0,0.0,O000213,2023-02-16
2023-02-17,000020.SZ,buy,10.113102999999999,1600,16180.964799999998,5.0,0.0,O000214,2023-02-16
2023-02-17,000022.SZ,buy,10.820910099999999,1500,16231.365149999998,5.0,0.0,O000215,2023-02-16
2023-02-17,000031.SZ,buy,11.121910799999998,1500,16682.866199999997,5.0,0.0,O000216,2023-02-16
2023-02-17,000038.SZ,buy,11.645734099999999,1400,16304.027739999998,5.0,0.0,O000217,2023-02-16
2023-02-17,000044.SZ,buy,11.434422999999999,1400,16008.192199999998,5.0,0.0,O000218,2023-02-16
2023-02-17,000047.SZ,buy,10.9293184,1500,16393.9776,5.0,0.0,O000219,2023-02-16
2023-02-20,000002.SZ,sell,8.2803114,1300,10764.40482,5.0,10.76440482,O000220,2023-02-17
2023-02-20,000035.SZ,sell,8.7784128,2000,17556.8256,5.0,17.5568256,O000221,2023-02-17
2023-02-20,000007.SZ,buy,9.917107199999998,700,6941.975039999999,5.0,0.0,O000222,2023-02-17
2023-02-20,000013.SZ,buy,12.816804,500,6408.402,5.0,0.0,O000223,2023-02-17
2023-02-20,000014.SZ,buy,10.036126099999999,700,7025.288269999999,5.0,0.0,O000224,2023-02-17
2023-02-20,000018.SZ,buy,12.5549424,500,6277.4712,5.0,0.0,O000225,2023-02-17
2023-02-20,000025.SZ,buy,10.847836999999998,600,6508.702199999999,5.0,0.0,O000226,2023-02-17
2023-02-20,000026.SZ,buy,11.5937822,600,6956.269319999999,5.0,0.0,O000227,2023-02-17
2023-02-20,000031.SZ,buy,11.677265599999998,600,7006.359359999999,5.0,0.0,O000228,2023-02-17
2023-02-20,000038.SZ,buy,11.510599099999999,600,6906.359459999999,5.0,0.0,O000229,2023-02-17
2023-02-20,000044.SZ,buy,11.367556199999997,600,6820.5337199999985,5.0,0.0,O000230,2023-02-17
2023-02-20,000047.SZ,buy,11.1716605,600,6702.9963,5.0,0.0,O000231,2023-02-17
2023-02-21,000004.SZ,sell,10.8233658,800,8658.69264,5.0,8.65869264,O000232,2023-02-20
2023-02-21,000017.SZ,sell,10.0440459,2300,23101.30557,5.7753263925,23.10130557,O000233,2023-02-20
2023-02-21,000005.SZ,buy,11.023212199999998,300,3306.9636599999994,5.0,0.0,O000234,2023-02-20
2023-02-21,000007.SZ,buy,9.5781686,300,2873.4505799999997,5.0,0.0,O000235,2023-02-20
2023-02-21,000012.SZ,buy,12.866553699999999,200,2573.31074,5.0,0.0,O000236,2023-02-20
2023-02-21,000018.SZ,buy,12.7512385,200,2550.2477,5.0,0.0,O000237,2023-02-20
2023-02-21,000020.SZ,buy,9.949339399999998,300,2984.801819999999,5.0,0.0,O000238,2023-02-20
2023-02-21,000031.SZ,buy,11.3579466,300,3407.38398,5.0,0.0,O000239,2023-02-20
2023-02-21,000038.SZ,buy,11.677265599999998,300,3503.1796799999993,5.0,0.0,O000240,2023-02-20
2023-02-21,000041.SZ,buy,12.476664199999998,200,2495.3328399999996,5.0,0.0,O000241,2023-02-20
2023-02-21,000044.SZ,buy,11.726114399999998,300,3517.8343199999995,5.0,0.0,O000242,2023-02-20
2023-02-21,000047.SZ,buy,11.184173,300,3355.2518999999998,5.0,0.0,O000243,2023-02-20
2023-02-22,000029.SZ,sell,9.791199,1100,10770.3189,5.0,10.770318900000001,O000244,2023-02-21
2023-02-22,000048.SZ,sell,10.542347099999999,3600,37952.449559999994,9.488112389999998,37.95244955999999,O000245,2023-02-21
2023-02-22,000007.SZ,buy,9.717607899999999,300,2915.28237,5.0,0.0,O000246,2023-02-21
2023-02-22,000010.SZ,buy,9.245035799999998,400,3698.0143199999993,5.0,0.0,O000247,2023-02-21
2023-02-22,000012.SZ,buy,12.962449499999998,200,2592.4898999999996,5.0,0.0,O000248,2023-02-21
2023-02-22,000014.SZ,buy,10.512602099999999,300,3153.7806299999997,5.0,0.0,O000249,2023-02-21
2023-02-22,000020.SZ,buy,10.172061899999997,300,3051.618569999999,5.0,0.0,O000250,2023-02-21
2023-02-22,000026.SZ,buy,11.8499381,300,3554.98143,5.0,0.0,O000251,2023-02-21
2023-02-22,000041.SZ,buy,12.833620799999998,200,2566.7241599999998,5.0,0.0,O000252,2023-02-21
2023-02-22,000046.SZ,buy,12.208896699999999,300,3662.6690099999996,5.0,0.0,O000253,2023-02-21
2023-02-22,000047.SZ,buy,11.413802399999998,300,3424.1407199999994,5.0,0.0,O000254,2023-02-21
2023-02-22,000050.SZ,buy,9.550140599999999,300,2865.0421799999995,5.0,0.0,O000255,2023-02-21
2023-02-23,000022.SZ,sell,9.8753148,3600,35551.13328,8.88778332,35.55113328,O000256,2023-02-22
2023-02-23,000006.SZ,buy,8.7995908,600,5279.7544800000005,5.0,0.0,O000257,2023-02-22
2023-02-23,000010.SZ,buy,9.601391799999998,500,4800.695899999999,5.0,0.0,O000258,2023-02-22
2023-02-23,000012.SZ,buy,13.0249119,400,5209.96476,5.0,0.0,O000259,2023-02-22
2023-02-23,000014.SZ,buy,11.0285175,400,4411.407,5.0,0.0,O000260,2023-02-22
